id,year,state_name,state_code,district_name,district_code,crop_name,crop_code,crop_type,season,area,area_unit,production,production_unit,yield,yield_unit,old_district_name
385580,2019-2020,Telangana,36,Jangoan,689,Horse-Gram,206.0,Pulses,Total,16.0,Hectare,14.0,Tonnes,0.875,Tonnes/Hectare,Warangal
385581,2019-2020,Telangana,36,Jangoan,689,Jowar,102.0,Cereals,Kharif,61.0,Hectare,72.0,Tonnes,1.18,Tonnes/Hectare,Warangal
385582,2019-2020,Telangana,36,Jangoan,689,Jowar,102.0,Cereals,Rabi,83.0,Hectare,177.0,Tonnes,2.133,Tonnes/Hectare,Warangal
385583,2019-2020,Telangana,36,Jangoan,689,Jowar,102.0,Cereals,Total,144.0,Hectare,249.0,Tonnes,1.729,Tonnes/Hectare,Warangal
385584,2019-2020,Telangana,36,Jangoan,689,Maize,104.0,Cereals,Kharif,6627.0,Hectare,36434.0,Tonnes,5.498,Tonnes/Hectare,Warangal
385585,2019-2020,Telangana,36,Jangoan,689,Maize,104.0,Cereals,Rabi,4405.0,Hectare,34840.0,Tonnes,7.909,Tonnes/Hectare,Warangal
385586,2019-2020,Telangana,36,Jangoan,689,Maize,104.0,Cereals,Total,11032.0,Hectare,71274.0,Tonnes,6.461,Tonnes/Hectare,Warangal
385587,2019-2020,Telangana,36,Jangoan,689,Moong(Green Gram),204.0,Pulses,Kharif,728.0,Hectare,653.0,Tonnes,0.897,Tonnes/Hectare,Warangal
385588,2019-2020,Telangana,36,Jangoan,689,Moong(Green Gram),204.0,Pulses,Rabi,44.0,Hectare,42.0,Tonnes,0.955,Tonnes/Hectare,Warangal
385589,2019-2020,Telangana,36,Jangoan,689,Moong(Green Gram),204.0,Pulses,Total,772.0,Hectare,695.0,Tonnes,0.9,Tonnes/Hectare,Warangal
385590,2019-2020,Telangana,36,Jangoan,689,Onion,708.0,Vegetable,Kharif,3.0,Hectare,67.0,Tonnes,22.333,Tonnes/Hectare,Warangal
385591,2019-2020,Telangana,36,Jangoan,689,Onion,708.0,Vegetable,Rabi,24.0,Hectare,822.0,Tonnes,34.25,Tonnes/Hectare,Warangal
385592,2019-2020,Telangana,36,Jangoan,689,Onion,708.0,Vegetable,Total,27.0,Hectare,889.0,Tonnes,32.926,Tonnes/Hectare,Warangal
385593,2019-2020,Telangana,36,Jangoan,689,Ragi,105.0,Cereals,Kharif,3.0,Hectare,5.0,Tonnes,1.667,Tonnes/Hectare,Warangal
385594,2019-2020,Telangana,36,Jangoan,689,Rice,101.0,Cereals,Kharif,30645.0,Hectare,97972.0,Tonnes,3.197,Tonnes/Hectare,Warangal
385595,2019-2020,Telangana,36,Jangoan,689,Rice,101.0,Cereals,Rabi,46799.0,Hectare,165949.0,Tonnes,3.546,Tonnes/Hectare,Warangal
385596,2019-2020,Telangana,36,Jangoan,689,Rice,101.0,Cereals,Total,77444.0,Hectare,263921.0,Tonnes,3.408,Tonnes/Hectare,Warangal
385597,2019-2020,Telangana,36,Jangoan,689,Sesamum,1003.0,Oilseeds,Kharif,1.0,Hectare,,Tonnes,0.0,Tonnes/Hectare,Warangal
385598,2019-2020,Telangana,36,Jangoan,689,Sesamum,1003.0,Oilseeds,Rabi,6.0,Hectare,4.0,Tonnes,0.667,Tonnes/Hectare,Warangal
385599,2019-2020,Telangana,36,Jangoan,689,Sesamum,1003.0,Oilseeds,Total,7.0,Hectare,4.0,Tonnes,0.571,Tonnes/Hectare,Warangal
385600,2019-2020,Telangana,36,Jangoan,689,Small Millets,108.0,Cereals,Kharif,7.0,Hectare,12.0,Tonnes,1.714,Tonnes/Hectare,Warangal
385601,2019-2020,Telangana,36,Jangoan,689,Sweet Potato,703.0,Vegetable,Rabi,57.0,Hectare,894.0,Tonnes,15.684,Tonnes/Hectare,Warangal
385602,2019-2020,Telangana,36,Jangoan,689,Tobacco,1302.0,Drugs And Narcotics,Kharif,395.0,Hectare,1181.0,Tonnes,2.99,Tonnes/Hectare,Warangal
385603,2019-2020,Telangana,36,Jangoan,689,Tobacco,1302.0,Drugs And Narcotics,Rabi,49.0,Hectare,148.0,Tonnes,3.02,Tonnes/Hectare,Warangal
385604,2019-2020,Telangana,36,Jangoan,689,Tobacco,1302.0,Drugs And Narcotics,Total,444.0,Hectare,1329.0,Tonnes,2.993,Tonnes/Hectare,Warangal
385605,2019-2020,Telangana,36,Jangoan,689,Turmeric,504.0,Spices,Kharif,36.0,Hectare,251.0,Tonnes,6.972,Tonnes/Hectare,Warangal
385606,2019-2020,Telangana,36,Jangoan,689,Urad,203.0,Pulses,Kharif,15.0,Hectare,14.0,Tonnes,0.933,Tonnes/Hectare,Warangal
385607,2019-2020,Telangana,36,Jangoan,689,Urad,203.0,Pulses,Rabi,9.0,Hectare,16.0,Tonnes,1.778,Tonnes/Hectare,Warangal
385608,2019-2020,Telangana,36,Jangoan,689,Urad,203.0,Pulses,Total,24.0,Hectare,30.0,Tonnes,1.25,Tonnes/Hectare,Warangal
385609,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Arhar/Tur,202.0,Pulses,Kharif,29.0,Hectare,26.0,Tonnes,0.897,Tonnes/Hectare,Warangal
385610,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Arhar/Tur,202.0,Pulses,Rabi,2.0,Hectare,2.0,Tonnes,1.0,Tonnes/Hectare,Warangal
385611,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Arhar/Tur,202.0,Pulses,Total,31.0,Hectare,28.0,Tonnes,0.903,Tonnes/Hectare,Warangal
385612,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Banana,606.0,Fruits,Kharif,57.0,Hectare,3369.0,Tonnes,59.105,Tonnes/Hectare,Warangal
385613,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Cotton(Lint),1101.0,Fiber Crops,Kharif,52386.0,Hectare,185795.0,Tonnes,3.547,Tonnes/Hectare,Warangal
385614,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Cowpea(Lobia),288.0,Pulses,Rabi,51.0,Hectare,50.0,Tonnes,0.98,Tonnes/Hectare,Warangal
385615,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Dry Chillies,502.0,Spices,Kharif,7680.0,Hectare,31012.0,Tonnes,4.038,Tonnes/Hectare,Warangal
385616,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Dry Chillies,502.0,Spices,Rabi,92.0,Hectare,542.0,Tonnes,5.891,Tonnes/Hectare,Warangal
385617,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Dry Chillies,502.0,Spices,Total,7772.0,Hectare,31554.0,Tonnes,4.06,Tonnes/Hectare,Warangal
385618,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Gram,201.0,Pulses,Rabi,72.0,Hectare,110.0,Tonnes,1.528,Tonnes/Hectare,Warangal
385619,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Groundnut,1001.0,Oilseeds,Kharif,6.0,Hectare,16.0,Tonnes,2.667,Tonnes/Hectare,Warangal
385620,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Groundnut,1001.0,Oilseeds,Rabi,51.0,Hectare,120.0,Tonnes,2.353,Tonnes/Hectare,Warangal
385621,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Groundnut,1001.0,Oilseeds,Total,57.0,Hectare,136.0,Tonnes,2.386,Tonnes/Hectare,Warangal
385622,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Maize,104.0,Cereals,Kharif,1126.0,Hectare,5459.0,Tonnes,4.848,Tonnes/Hectare,Warangal
385623,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Maize,104.0,Cereals,Rabi,6924.0,Hectare,48333.0,Tonnes,6.981,Tonnes/Hectare,Warangal
385624,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Maize,104.0,Cereals,Total,8050.0,Hectare,53792.0,Tonnes,6.682,Tonnes/Hectare,Warangal
385625,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Moong(Green Gram),204.0,Pulses,Kharif,185.0,Hectare,146.0,Tonnes,0.789,Tonnes/Hectare,Warangal
385626,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Moong(Green Gram),204.0,Pulses,Rabi,664.0,Hectare,629.0,Tonnes,0.947,Tonnes/Hectare,Warangal
385627,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Moong(Green Gram),204.0,Pulses,Total,849.0,Hectare,775.0,Tonnes,0.913,Tonnes/Hectare,Warangal
385628,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Onion,708.0,Vegetable,Rabi,11.0,Hectare,377.0,Tonnes,34.273,Tonnes/Hectare,Warangal
385629,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Ragi,105.0,Cereals,Kharif,7.0,Hectare,11.0,Tonnes,1.571,Tonnes/Hectare,Warangal
385630,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Rice,101.0,Cereals,Kharif,33296.0,Hectare,106814.0,Tonnes,3.208,Tonnes/Hectare,Warangal
385631,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Rice,101.0,Cereals,Rabi,25912.0,Hectare,93024.0,Tonnes,3.59,Tonnes/Hectare,Warangal
385632,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Rice,101.0,Cereals,Total,59208.0,Hectare,199838.0,Tonnes,3.375,Tonnes/Hectare,Warangal
385633,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Sesamum,1003.0,Oilseeds,Rabi,26.0,Hectare,17.0,Tonnes,0.654,Tonnes/Hectare,Warangal
385634,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Small Millets,108.0,Cereals,Kharif,10.0,Hectare,17.0,Tonnes,1.7,Tonnes/Hectare,Warangal
385635,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Turmeric,504.0,Spices,Kharif,594.0,Hectare,4142.0,Tonnes,6.973,Tonnes/Hectare,Warangal
385636,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Urad,203.0,Pulses,Kharif,2.0,Hectare,2.0,Tonnes,1.0,Tonnes/Hectare,Warangal
385637,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Urad,203.0,Pulses,Rabi,282.0,Hectare,508.0,Tonnes,1.801,Tonnes/Hectare,Warangal
385638,2019-2020,Telangana,36,Jayashankar Bhupalapally,687,Urad,203.0,Pulses,Total,284.0,Hectare,510.0,Tonnes,1.796,Tonnes/Hectare,Warangal
385639,2019-2020,Telangana,36,Jogulamba Gadwal,695,Arhar/Tur,202.0,Pulses,Kharif,16164.0,Hectare,10465.0,Tonnes,0.647,Tonnes/Hectare,Mahabubnagar
385640,2019-2020,Telangana,36,Jogulamba Gadwal,695,Arhar/Tur,202.0,Pulses,Rabi,111.0,Hectare,72.0,Tonnes,0.649,Tonnes/Hectare,Mahabubnagar
385641,2019-2020,Telangana,36,Jogulamba Gadwal,695,Arhar/Tur,202.0,Pulses,Total,16275.0,Hectare,10537.0,Tonnes,0.647,Tonnes/Hectare,Mahabubnagar
385642,2019-2020,Telangana,36,Jogulamba Gadwal,695,Bajra,103.0,Cereals,Kharif,301.0,Hectare,452.0,Tonnes,1.502,Tonnes/Hectare,Mahabubnagar
385643,2019-2020,Telangana,36,Jogulamba Gadwal,695,Bajra,103.0,Cereals,Rabi,49.0,Hectare,74.0,Tonnes,1.51,Tonnes/Hectare,Mahabubnagar
385644,2019-2020,Telangana,36,Jogulamba Gadwal,695,Bajra,103.0,Cereals,Total,350.0,Hectare,526.0,Tonnes,1.503,Tonnes/Hectare,Mahabubnagar
385645,2019-2020,Telangana,36,Jogulamba Gadwal,695,Castor Seed,1002.0,Oilseeds,Kharif,2228.0,Hectare,2747.0,Tonnes,1.233,Tonnes/Hectare,Mahabubnagar
385646,2019-2020,Telangana,36,Jogulamba Gadwal,695,Castor Seed,1002.0,Oilseeds,Rabi,328.0,Hectare,404.0,Tonnes,1.232,Tonnes/Hectare,Mahabubnagar
385647,2019-2020,Telangana,36,Jogulamba Gadwal,695,Castor Seed,1002.0,Oilseeds,Total,2556.0,Hectare,3151.0,Tonnes,1.233,Tonnes/Hectare,Mahabubnagar
385648,2019-2020,Telangana,36,Jogulamba Gadwal,695,Cotton(Lint),1101.0,Fiber Crops,Kharif,76386.0,Hectare,234280.0,Tonnes,3.067,Tonnes/Hectare,Mahabubnagar
385649,2019-2020,Telangana,36,Jogulamba Gadwal,695,Cowpea(Lobia),288.0,Pulses,Rabi,273.0,Hectare,271.0,Tonnes,0.993,Tonnes/Hectare,Mahabubnagar
385650,2019-2020,Telangana,36,Jogulamba Gadwal,695,Dry Chillies,502.0,Spices,Kharif,7341.0,Hectare,40207.0,Tonnes,5.477,Tonnes/Hectare,Mahabubnagar
385651,2019-2020,Telangana,36,Jogulamba Gadwal,695,Gram,201.0,Pulses,Rabi,7113.0,Hectare,7944.0,Tonnes,1.117,Tonnes/Hectare,Mahabubnagar
385652,2019-2020,Telangana,36,Jogulamba Gadwal,695,Groundnut,1001.0,Oilseeds,Kharif,5983.0,Hectare,14887.0,Tonnes,2.488,Tonnes/Hectare,Mahabubnagar
385653,2019-2020,Telangana,36,Jogulamba Gadwal,695,Groundnut,1001.0,Oilseeds,Rabi,5008.0,Hectare,13439.0,Tonnes,2.684,Tonnes/Hectare,Mahabubnagar
385654,2019-2020,Telangana,36,Jogulamba Gadwal,695,Groundnut,1001.0,Oilseeds,Total,10991.0,Hectare,28326.0,Tonnes,2.577,Tonnes/Hectare,Mahabubnagar
385655,2019-2020,Telangana,36,Jogulamba Gadwal,695,Horse-Gram,206.0,Pulses,Kharif,3.0,Hectare,3.0,Tonnes,1.0,Tonnes/Hectare,Mahabubnagar
385656,2019-2020,Telangana,36,Jogulamba Gadwal,695,Horse-Gram,206.0,Pulses,Rabi,18.0,Hectare,16.0,Tonnes,0.889,Tonnes/Hectare,Mahabubnagar
385657,2019-2020,Telangana,36,Jogulamba Gadwal,695,Horse-Gram,206.0,Pulses,Total,21.0,Hectare,19.0,Tonnes,0.905,Tonnes/Hectare,Mahabubnagar
385658,2019-2020,Telangana,36,Jogulamba Gadwal,695,Jowar,102.0,Cereals,Kharif,342.0,Hectare,405.0,Tonnes,1.184,Tonnes/Hectare,Mahabubnagar
385659,2019-2020,Telangana,36,Jogulamba Gadwal,695,Jowar,102.0,Cereals,Rabi,940.0,Hectare,2190.0,Tonnes,2.33,Tonnes/Hectare,Mahabubnagar
385660,2019-2020,Telangana,36,Jogulamba Gadwal,695,Jowar,102.0,Cereals,Total,1282.0,Hectare,2595.0,Tonnes,2.024,Tonnes/Hectare,Mahabubnagar
385661,2019-2020,Telangana,36,Jogulamba Gadwal,695,Maize,104.0,Cereals,Kharif,7051.0,Hectare,34753.0,Tonnes,4.929,Tonnes/Hectare,Mahabubnagar
385662,2019-2020,Telangana,36,Jogulamba Gadwal,695,Maize,104.0,Cereals,Rabi,2193.0,Hectare,8277.0,Tonnes,3.774,Tonnes/Hectare,Mahabubnagar
385663,2019-2020,Telangana,36,Jogulamba Gadwal,695,Maize,104.0,Cereals,Total,9244.0,Hectare,43030.0,Tonnes,4.655,Tonnes/Hectare,Mahabubnagar
385664,2019-2020,Telangana,36,Jogulamba Gadwal,695,Moong(Green Gram),204.0,Pulses,Rabi,140.0,Hectare,133.0,Tonnes,0.95,Tonnes/Hectare,Mahabubnagar
385665,2019-2020,Telangana,36,Jogulamba Gadwal,695,Onion,708.0,Vegetable,Kharif,1475.0,Hectare,30544.0,Tonnes,20.708,Tonnes/Hectare,Mahabubnagar
385666,2019-2020,Telangana,36,Jogulamba Gadwal,695,Onion,708.0,Vegetable,Rabi,503.0,Hectare,17228.0,Tonnes,34.25,Tonnes/Hectare,Mahabubnagar
385667,2019-2020,Telangana,36,Jogulamba Gadwal,695,Onion,708.0,Vegetable,Total,1978.0,Hectare,47772.0,Tonnes,24.152,Tonnes/Hectare,Mahabubnagar
385668,2019-2020,Telangana,36,Jogulamba Gadwal,695,Ragi,105.0,Cereals,Kharif,2.0,Hectare,3.0,Tonnes,1.5,Tonnes/Hectare,Mahabubnagar
385669,2019-2020,Telangana,36,Jogulamba Gadwal,695,Rice,101.0,Cereals,Kharif,27604.0,Hectare,87891.0,Tonnes,3.184,Tonnes/Hectare,Mahabubnagar
385670,2019-2020,Telangana,36,Jogulamba Gadwal,695,Rice,101.0,Cereals,Rabi,17810.0,Hectare,56458.0,Tonnes,3.17,Tonnes/Hectare,Mahabubnagar
385671,2019-2020,Telangana,36,Jogulamba Gadwal,695,Rice,101.0,Cereals,Total,45414.0,Hectare,144349.0,Tonnes,3.179,Tonnes/Hectare,Mahabubnagar
385672,2019-2020,Telangana,36,Jogulamba Gadwal,695,Safflower,1008.0,Oilseeds,Rabi,2.0,Hectare,2.0,Tonnes,1.0,Tonnes/Hectare,Mahabubnagar
385673,2019-2020,Telangana,36,Jogulamba Gadwal,695,Sesamum,1003.0,Oilseeds,Kharif,1.0,Hectare,,Tonnes,0.0,Tonnes/Hectare,Mahabubnagar
385674,2019-2020,Telangana,36,Jogulamba Gadwal,695,Sesamum,1003.0,Oilseeds,Rabi,11.0,Hectare,7.0,Tonnes,0.636,Tonnes/Hectare,Mahabubnagar
385675,2019-2020,Telangana,36,Jogulamba Gadwal,695,Sesamum,1003.0,Oilseeds,Total,12.0,Hectare,7.0,Tonnes,0.583,Tonnes/Hectare,Mahabubnagar
385676,2019-2020,Telangana,36,Jogulamba Gadwal,695,Small Millets,108.0,Cereals,Kharif,190.0,Hectare,285.0,Tonnes,1.5,Tonnes/Hectare,Mahabubnagar
385677,2019-2020,Telangana,36,Jogulamba Gadwal,695,Small Millets,108.0,Cereals,Rabi,62.0,Hectare,93.0,Tonnes,1.5,Tonnes/Hectare,Mahabubnagar
385678,2019-2020,Telangana,36,Jogulamba Gadwal,695,Small Millets,108.0,Cereals,Total,252.0,Hectare,378.0,Tonnes,1.5,Tonnes/Hectare,Mahabubnagar
385679,2019-2020,Telangana,36,Jogulamba Gadwal,695,Sugarcane,401.0,Sugar,Kharif,353.0,Hectare,27021.0,Tonnes,76.547,Tonnes/Hectare,Mahabubnagar
385680,2019-2020,Telangana,36,Jogulamba Gadwal,695,Sunflower,1007.0,Oilseeds,Kharif,19.0,Hectare,42.0,Tonnes,2.211,Tonnes/Hectare,Mahabubnagar
385681,2019-2020,Telangana,36,Jogulamba Gadwal,695,Sunflower,1007.0,Oilseeds,Rabi,9.0,Hectare,20.0,Tonnes,2.222,Tonnes/Hectare,Mahabubnagar
385682,2019-2020,Telangana,36,Jogulamba Gadwal,695,Sunflower,1007.0,Oilseeds,Total,28.0,Hectare,62.0,Tonnes,2.214,Tonnes/Hectare,Mahabubnagar
385683,2019-2020,Telangana,36,Jogulamba Gadwal,695,Tobacco,1302.0,Drugs And Narcotics,Kharif,755.0,Hectare,2374.0,Tonnes,3.144,Tonnes/Hectare,Mahabubnagar
385684,2019-2020,Telangana,36,Jogulamba Gadwal,695,Tobacco,1302.0,Drugs And Narcotics,Rabi,844.0,Hectare,2655.0,Tonnes,3.146,Tonnes/Hectare,Mahabubnagar
385685,2019-2020,Telangana,36,Jogulamba Gadwal,695,Tobacco,1302.0,Drugs And Narcotics,Total,1599.0,Hectare,5029.0,Tonnes,3.145,Tonnes/Hectare,Mahabubnagar
385686,2019-2020,Telangana,36,Jogulamba Gadwal,695,Urad,203.0,Pulses,Kharif,38.0,Hectare,36.0,Tonnes,0.947,Tonnes/Hectare,Mahabubnagar
385687,2019-2020,Telangana,36,Jogulamba Gadwal,695,Urad,203.0,Pulses,Rabi,1480.0,Hectare,2664.0,Tonnes,1.8,Tonnes/Hectare,Mahabubnagar
385688,2019-2020,Telangana,36,Jogulamba Gadwal,695,Urad,203.0,Pulses,Total,1518.0,Hectare,2700.0,Tonnes,1.779,Tonnes/Hectare,Mahabubnagar
385689,2019-2020,Telangana,36,Jogulamba Gadwal,695,Wheat,106.0,Cereals,Rabi,4.0,Hectare,7.0,Tonnes,1.75,Tonnes/Hectare,Mahabubnagar
385690,2019-2020,Telangana,36,Kamareddy,685,Arhar/Tur,202.0,Pulses,Kharif,7192.0,Hectare,9419.0,Tonnes,1.31,Tonnes/Hectare,Nizamabad
385691,2019-2020,Telangana,36,Kamareddy,685,Banana,606.0,Fruits,Kharif,24.0,Hectare,1419.0,Tonnes,59.125,Tonnes/Hectare,Nizamabad
385692,2019-2020,Telangana,36,Kamareddy,685,Castor Seed,1002.0,Oilseeds,Rabi,59.0,Hectare,77.0,Tonnes,1.305,Tonnes/Hectare,Nizamabad
385693,2019-2020,Telangana,36,Kamareddy,685,Coriander,509.0,Spices,Rabi,243.0,Hectare,145.0,Tonnes,0.597,Tonnes/Hectare,Nizamabad
385694,2019-2020,Telangana,36,Kamareddy,685,Cotton(Lint),1101.0,Fiber Crops,Kharif,19206.0,Hectare,61975.0,Tonnes,3.227,Tonnes/Hectare,Nizamabad
385695,2019-2020,Telangana,36,Kamareddy,685,Cowpea(Lobia),288.0,Pulses,Kharif,38.0,Hectare,27.0,Tonnes,0.711,Tonnes/Hectare,Nizamabad
385696,2019-2020,Telangana,36,Kamareddy,685,Cowpea(Lobia),288.0,Pulses,Rabi,2.0,Hectare,2.0,Tonnes,1.0,Tonnes/Hectare,Nizamabad
385697,2019-2020,Telangana,36,Kamareddy,685,Cowpea(Lobia),288.0,Pulses,Total,40.0,Hectare,29.0,Tonnes,0.725,Tonnes/Hectare,Nizamabad
385698,2019-2020,Telangana,36,Kamareddy,685,Dry Chillies,502.0,Spices,Kharif,1.0,Hectare,5.0,Tonnes,5.0,Tonnes/Hectare,Nizamabad
385699,2019-2020,Telangana,36,Kamareddy,685,Dry Chillies,502.0,Spices,Rabi,9.0,Hectare,53.0,Tonnes,5.889,Tonnes/Hectare,Nizamabad
385700,2019-2020,Telangana,36,Kamareddy,685,Dry Chillies,502.0,Spices,Total,10.0,Hectare,58.0,Tonnes,5.8,Tonnes/Hectare,Nizamabad
385701,2019-2020,Telangana,36,Kamareddy,685,Garlic,508.0,Spices,Rabi,2.0,Hectare,9.0,Tonnes,4.5,Tonnes/Hectare,Nizamabad
385702,2019-2020,Telangana,36,Kamareddy,685,Gram,201.0,Pulses,Rabi,26618.0,Hectare,41766.0,Tonnes,1.569,Tonnes/Hectare,Nizamabad
385703,2019-2020,Telangana,36,Kamareddy,685,Groundnut,1001.0,Oilseeds,Rabi,34.0,Hectare,80.0,Tonnes,2.353,Tonnes/Hectare,Nizamabad
385704,2019-2020,Telangana,36,Kamareddy,685,Horse-Gram,206.0,Pulses,Rabi,165.0,Hectare,144.0,Tonnes,0.873,Tonnes/Hectare,Nizamabad
385705,2019-2020,Telangana,36,Kamareddy,685,Jowar,102.0,Cereals,Kharif,157.0,Hectare,186.0,Tonnes,1.185,Tonnes/Hectare,Nizamabad
385706,2019-2020,Telangana,36,Kamareddy,685,Jowar,102.0,Cereals,Rabi,6852.0,Hectare,25688.0,Tonnes,3.749,Tonnes/Hectare,Nizamabad
385707,2019-2020,Telangana,36,Kamareddy,685,Jowar,102.0,Cereals,Total,7009.0,Hectare,25874.0,Tonnes,3.692,Tonnes/Hectare,Nizamabad
385708,2019-2020,Telangana,36,Kamareddy,685,Maize,104.0,Cereals,Kharif,35689.0,Hectare,218888.0,Tonnes,6.133,Tonnes/Hectare,Nizamabad
385709,2019-2020,Telangana,36,Kamareddy,685,Maize,104.0,Cereals,Rabi,14951.0,Hectare,105188.0,Tonnes,7.036,Tonnes/Hectare,Nizamabad
385710,2019-2020,Telangana,36,Kamareddy,685,Maize,104.0,Cereals,Total,50640.0,Hectare,324076.0,Tonnes,6.4,Tonnes/Hectare,Nizamabad
385711,2019-2020,Telangana,36,Kamareddy,685,Moong(Green Gram),204.0,Pulses,Kharif,5814.0,Hectare,5866.0,Tonnes,1.009,Tonnes/Hectare,Nizamabad
385712,2019-2020,Telangana,36,Kamareddy,685,Moong(Green Gram),204.0,Pulses,Rabi,18.0,Hectare,17.0,Tonnes,0.944,Tonnes/Hectare,Nizamabad
385713,2019-2020,Telangana,36,Kamareddy,685,Moong(Green Gram),204.0,Pulses,Total,5832.0,Hectare,5883.0,Tonnes,1.009,Tonnes/Hectare,Nizamabad
385714,2019-2020,Telangana,36,Kamareddy,685,Onion,708.0,Vegetable,Kharif,11.0,Hectare,245.0,Tonnes,22.273,Tonnes/Hectare,Nizamabad
385715,2019-2020,Telangana,36,Kamareddy,685,Onion,708.0,Vegetable,Rabi,184.0,Hectare,3619.0,Tonnes,19.668,Tonnes/Hectare,Nizamabad
385716,2019-2020,Telangana,36,Kamareddy,685,Onion,708.0,Vegetable,Total,195.0,Hectare,3864.0,Tonnes,19.815,Tonnes/Hectare,Nizamabad
385717,2019-2020,Telangana,36,Kamareddy,685,Ragi,105.0,Cereals,Kharif,1.0,Hectare,2.0,Tonnes,2.0,Tonnes/Hectare,Nizamabad
385718,2019-2020,Telangana,36,Kamareddy,685,Rice,101.0,Cereals,Kharif,84732.0,Hectare,382141.0,Tonnes,4.51,Tonnes/Hectare,Nizamabad
385719,2019-2020,Telangana,36,Kamareddy,685,Rice,101.0,Cereals,Rabi,74463.0,Hectare,309096.0,Tonnes,4.151,Tonnes/Hectare,Nizamabad
385720,2019-2020,Telangana,36,Kamareddy,685,Rice,101.0,Cereals,Total,159195.0,Hectare,691237.0,Tonnes,4.342,Tonnes/Hectare,Nizamabad
385721,2019-2020,Telangana,36,Kamareddy,685,Safflower,1008.0,Oilseeds,Rabi,115.0,Hectare,114.0,Tonnes,0.991,Tonnes/Hectare,Nizamabad
385722,2019-2020,Telangana,36,Kamareddy,685,Sesamum,1003.0,Oilseeds,Kharif,3.0,Hectare,,Tonnes,0.0,Tonnes/Hectare,Nizamabad
385723,2019-2020,Telangana,36,Kamareddy,685,Sesamum,1003.0,Oilseeds,Rabi,209.0,Hectare,133.0,Tonnes,0.636,Tonnes/Hectare,Nizamabad
385724,2019-2020,Telangana,36,Kamareddy,685,Sesamum,1003.0,Oilseeds,Total,212.0,Hectare,133.0,Tonnes,0.627,Tonnes/Hectare,Nizamabad
385725,2019-2020,Telangana,36,Kamareddy,685,Small Millets,108.0,Cereals,Kharif,3.0,Hectare,5.0,Tonnes,1.667,Tonnes/Hectare,Nizamabad
385726,2019-2020,Telangana,36,Kamareddy,685,Soyabean,1009.0,Oilseeds,Kharif,36373.0,Hectare,74243.0,Tonnes,2.041,Tonnes/Hectare,Nizamabad
385727,2019-2020,Telangana,36,Kamareddy,685,Sugarcane,401.0,Sugar,Kharif,4883.0,Hectare,421603.0,Tonnes,86.341,Tonnes/Hectare,Nizamabad
385728,2019-2020,Telangana,36,Kamareddy,685,Sunflower,1007.0,Oilseeds,Rabi,71.0,Hectare,158.0,Tonnes,2.225,Tonnes/Hectare,Nizamabad
385729,2019-2020,Telangana,36,Kamareddy,685,Tobacco,1302.0,Drugs And Narcotics,Rabi,7.0,Hectare,21.0,Tonnes,3.0,Tonnes/Hectare,Nizamabad
385730,2019-2020,Telangana,36,Kamareddy,685,Turmeric,504.0,Spices,Kharif,79.0,Hectare,551.0,Tonnes,6.975,Tonnes/Hectare,Nizamabad
385731,2019-2020,Telangana,36,Kamareddy,685,Urad,203.0,Pulses,Kharif,2358.0,Hectare,2622.0,Tonnes,1.112,Tonnes/Hectare,Nizamabad
385732,2019-2020,Telangana,36,Kamareddy,685,Urad,203.0,Pulses,Rabi,22.0,Hectare,40.0,Tonnes,1.818,Tonnes/Hectare,Nizamabad
385733,2019-2020,Telangana,36,Kamareddy,685,Urad,203.0,Pulses,Total,2380.0,Hectare,2662.0,Tonnes,1.118,Tonnes/Hectare,Nizamabad
385734,2019-2020,Telangana,36,Kamareddy,685,Wheat,106.0,Cereals,Rabi,1012.0,Hectare,1663.0,Tonnes,1.643,Tonnes/Hectare,Nizamabad
