id,year,state_name,state_code,district_name,district_code,irrigated_area_type,area_classification,area_sub_classification,irrigated_area,old_district_name
150977,2019-2020,Telangana,36,Mahabubabad,688.0,Gross Irrigated Area,Well,Tubewell,19138.0,Warangal
150978,2019-2020,Telangana,36,Mahabubabad,688.0,Net Irrigated Area,Canal,Government,68253.0,Warangal
150979,2019-2020,Telangana,36,Mahabubabad,688.0,Net Irrigated Area,Canal,Private,,Warangal
150980,2019-2020,Telangana,36,Mahabubabad,688.0,Net Irrigated Area,Other Source,Other Source,311.0,Warangal
150981,2019-2020,Telangana,36,Mahabubabad,688.0,Net Irrigated Area,Tank,Tank,7374.0,Warangal
150982,2019-2020,Telangana,36,Mahabubabad,688.0,Net Irrigated Area,Well,Other Well,31704.0,Warangal
150983,2019-2020,Telangana,36,Mahabubabad,688.0,Net Irrigated Area,Well,Tubewell,12822.0,Warangal
150984,2019-2020,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Government,4686.0,Mahabubnagar
150985,2019-2020,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
150986,2019-2020,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Other Source,Other Source,,Mahabubnagar
150987,2019-2020,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Tank,Tank,4967.0,Mahabubnagar
150988,2019-2020,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Well,Other Well,,Mahabubnagar
150989,2019-2020,Telangana,36,Mahabubnagar,512.0,Gross Irrigated Area,Well,Tubewell,33666.0,Mahabubnagar
150990,2019-2020,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Canal,Government,2858.0,Mahabubnagar
150991,2019-2020,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
150992,2019-2020,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Other Source,Other Source,,Mahabubnagar
150993,2019-2020,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Tank,Tank,4321.0,Mahabubnagar
150994,2019-2020,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Well,Other Well,,Mahabubnagar
150995,2019-2020,Telangana,36,Mahabubnagar,512.0,Net Irrigated Area,Well,Tubewell,21427.0,Mahabubnagar
150996,2019-2020,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Canal,Government,73806.0,Adilabad
150997,2019-2020,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Canal,Private,,Adilabad
150998,2019-2020,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Other Source,Other Source,775.0,Adilabad
150999,2019-2020,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Tank,Tank,7565.0,Adilabad
151000,2019-2020,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Well,Other Well,9457.0,Adilabad
151001,2019-2020,Telangana,36,Mancherial,684.0,Gross Irrigated Area,Well,Tubewell,20050.0,Adilabad
151002,2019-2020,Telangana,36,Mancherial,684.0,Net Irrigated Area,Canal,Government,48182.0,Adilabad
151003,2019-2020,Telangana,36,Mancherial,684.0,Net Irrigated Area,Canal,Private,,Adilabad
151004,2019-2020,Telangana,36,Mancherial,684.0,Net Irrigated Area,Other Source,Other Source,612.0,Adilabad
151005,2019-2020,Telangana,36,Mancherial,684.0,Net Irrigated Area,Tank,Tank,5674.0,Adilabad
151006,2019-2020,Telangana,36,Mancherial,684.0,Net Irrigated Area,Well,Other Well,5284.0,Adilabad
151007,2019-2020,Telangana,36,Mancherial,684.0,Net Irrigated Area,Well,Tubewell,12230.0,Adilabad
151008,2019-2020,Telangana,36,Medak,513.0,Gross Irrigated Area,Canal,Government,14024.0,Medak
151009,2019-2020,Telangana,36,Medak,513.0,Gross Irrigated Area,Canal,Private,,Medak
151010,2019-2020,Telangana,36,Medak,513.0,Gross Irrigated Area,Other Source,Other Source,5.0,Medak
151011,2019-2020,Telangana,36,Medak,513.0,Gross Irrigated Area,Tank,Tank,5057.0,Medak
151012,2019-2020,Telangana,36,Medak,513.0,Gross Irrigated Area,Well,Other Well,,Medak
151013,2019-2020,Telangana,36,Medak,513.0,Gross Irrigated Area,Well,Tubewell,70346.0,Medak
151014,2019-2020,Telangana,36,Medak,513.0,Net Irrigated Area,Canal,Government,8964.0,Medak
151015,2019-2020,Telangana,36,Medak,513.0,Net Irrigated Area,Canal,Private,,Medak
151016,2019-2020,Telangana,36,Medak,513.0,Net Irrigated Area,Other Source,Other Source,3.0,Medak
151017,2019-2020,Telangana,36,Medak,513.0,Net Irrigated Area,Tank,Tank,4551.0,Medak
151018,2019-2020,Telangana,36,Medak,513.0,Net Irrigated Area,Well,Other Well,,Medak
151019,2019-2020,Telangana,36,Medak,513.0,Net Irrigated Area,Well,Tubewell,45004.0,Medak
151020,2019-2020,Telangana,36,Medchal Malkajgiri,700.0,Gross Irrigated Area,Canal,Government,507.0,Ranga Reddy
151021,2019-2020,Telangana,36,Medchal Malkajgiri,700.0,Gross Irrigated Area,Canal,Private,,Ranga Reddy
151022,2019-2020,Telangana,36,Medchal Malkajgiri,700.0,Gross Irrigated Area,Other Source,Other Source,405.0,Ranga Reddy
151023,2019-2020,Telangana,36,Medchal Malkajgiri,700.0,Gross Irrigated Area,Tank,Tank,281.0,Ranga Reddy
151024,2019-2020,Telangana,36,Medchal Malkajgiri,700.0,Gross Irrigated Area,Well,Other Well,,Ranga Reddy
151025,2019-2020,Telangana,36,Medchal Malkajgiri,700.0,Gross Irrigated Area,Well,Tubewell,13022.0,Ranga Reddy
151026,2019-2020,Telangana,36,Medchal Malkajgiri,700.0,Net Irrigated Area,Canal,Government,507.0,Ranga Reddy
151027,2019-2020,Telangana,36,Medchal Malkajgiri,700.0,Net Irrigated Area,Canal,Private,,Ranga Reddy
151028,2019-2020,Telangana,36,Medchal Malkajgiri,700.0,Net Irrigated Area,Other Source,Other Source,162.0,Ranga Reddy
151029,2019-2020,Telangana,36,Medchal Malkajgiri,700.0,Net Irrigated Area,Tank,Tank,166.0,Ranga Reddy
151030,2019-2020,Telangana,36,Medchal Malkajgiri,700.0,Net Irrigated Area,Well,Other Well,,Ranga Reddy
151031,2019-2020,Telangana,36,Medchal Malkajgiri,700.0,Net Irrigated Area,Well,Tubewell,9174.0,Ranga Reddy
151032,2019-2020,Telangana,36,Mulugu,720.0,Gross Irrigated Area,Canal,Government,40036.0,Warangal
151033,2019-2020,Telangana,36,Mulugu,720.0,Gross Irrigated Area,Canal,Private,,Warangal
151034,2019-2020,Telangana,36,Mulugu,720.0,Gross Irrigated Area,Other Source,Other Source,997.0,Warangal
151035,2019-2020,Telangana,36,Mulugu,720.0,Gross Irrigated Area,Tank,Tank,25718.0,Warangal
151036,2019-2020,Telangana,36,Mulugu,720.0,Gross Irrigated Area,Well,Other Well,234.0,Warangal
151037,2019-2020,Telangana,36,Mulugu,720.0,Gross Irrigated Area,Well,Tubewell,2110.0,Warangal
151038,2019-2020,Telangana,36,Mulugu,720.0,Net Irrigated Area,Canal,Government,20366.0,Warangal
151039,2019-2020,Telangana,36,Mulugu,720.0,Net Irrigated Area,Canal,Private,,Warangal
151040,2019-2020,Telangana,36,Mulugu,720.0,Net Irrigated Area,Other Source,Other Source,728.0,Warangal
151041,2019-2020,Telangana,36,Mulugu,720.0,Net Irrigated Area,Tank,Tank,22117.0,Warangal
151042,2019-2020,Telangana,36,Mulugu,720.0,Net Irrigated Area,Well,Other Well,204.0,Warangal
151043,2019-2020,Telangana,36,Mulugu,720.0,Net Irrigated Area,Well,Tubewell,1224.0,Warangal
151044,2019-2020,Telangana,36,Nagarkurnool,694.0,Gross Irrigated Area,Canal,Government,148688.0,Mahabubnagar
151045,2019-2020,Telangana,36,Nagarkurnool,694.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
151046,2019-2020,Telangana,36,Nagarkurnool,694.0,Gross Irrigated Area,Other Source,Other Source,2041.0,Mahabubnagar
151047,2019-2020,Telangana,36,Nagarkurnool,694.0,Gross Irrigated Area,Tank,Tank,3547.0,Mahabubnagar
151048,2019-2020,Telangana,36,Nagarkurnool,694.0,Gross Irrigated Area,Well,Other Well,602.0,Mahabubnagar
151049,2019-2020,Telangana,36,Nagarkurnool,694.0,Gross Irrigated Area,Well,Tubewell,59569.0,Mahabubnagar
151050,2019-2020,Telangana,36,Nagarkurnool,694.0,Net Irrigated Area,Canal,Government,54400.0,Mahabubnagar
151051,2019-2020,Telangana,36,Nagarkurnool,694.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
151052,2019-2020,Telangana,36,Nagarkurnool,694.0,Net Irrigated Area,Other Source,Other Source,1755.0,Mahabubnagar
151053,2019-2020,Telangana,36,Nagarkurnool,694.0,Net Irrigated Area,Tank,Tank,2802.0,Mahabubnagar
151054,2019-2020,Telangana,36,Nagarkurnool,694.0,Net Irrigated Area,Well,Other Well,584.0,Mahabubnagar
151055,2019-2020,Telangana,36,Nagarkurnool,694.0,Net Irrigated Area,Well,Tubewell,48847.0,Mahabubnagar
151056,2019-2020,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Canal,Government,312568.0,Nalgonda
151057,2019-2020,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Canal,Private,,Nalgonda
151058,2019-2020,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Other Source,Other Source,2673.0,Nalgonda
151059,2019-2020,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Tank,Tank,7724.0,Nalgonda
151060,2019-2020,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Well,Other Well,1212.0,Nalgonda
151061,2019-2020,Telangana,36,Nalgonda,514.0,Gross Irrigated Area,Well,Tubewell,59410.0,Nalgonda
151062,2019-2020,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Canal,Government,139450.0,Nalgonda
151063,2019-2020,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Canal,Private,,Nalgonda
151064,2019-2020,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Other Source,Other Source,1390.0,Nalgonda
151065,2019-2020,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Tank,Tank,4789.0,Nalgonda
151066,2019-2020,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Well,Other Well,1030.0,Nalgonda
151067,2019-2020,Telangana,36,Nalgonda,514.0,Net Irrigated Area,Well,Tubewell,36834.0,Nalgonda
151068,2019-2020,Telangana,36,Narayanpet,721.0,Gross Irrigated Area,Canal,Government,44000.0,Mahabubnagar
151069,2019-2020,Telangana,36,Narayanpet,721.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
151070,2019-2020,Telangana,36,Narayanpet,721.0,Gross Irrigated Area,Other Source,Other Source,2731.0,Mahabubnagar
151071,2019-2020,Telangana,36,Narayanpet,721.0,Gross Irrigated Area,Tank,Tank,723.0,Mahabubnagar
151072,2019-2020,Telangana,36,Narayanpet,721.0,Gross Irrigated Area,Well,Other Well,,Mahabubnagar
151073,2019-2020,Telangana,36,Narayanpet,721.0,Gross Irrigated Area,Well,Tubewell,18748.0,Mahabubnagar
151074,2019-2020,Telangana,36,Narayanpet,721.0,Net Irrigated Area,Canal,Government,28358.0,Mahabubnagar
151075,2019-2020,Telangana,36,Narayanpet,721.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
151076,2019-2020,Telangana,36,Narayanpet,721.0,Net Irrigated Area,Other Source,Other Source,1939.0,Mahabubnagar
151077,2019-2020,Telangana,36,Narayanpet,721.0,Net Irrigated Area,Tank,Tank,564.0,Mahabubnagar
151078,2019-2020,Telangana,36,Narayanpet,721.0,Net Irrigated Area,Well,Other Well,,Mahabubnagar
151079,2019-2020,Telangana,36,Narayanpet,721.0,Net Irrigated Area,Well,Tubewell,10680.0,Mahabubnagar
151080,2019-2020,Telangana,36,Nirmal,680.0,Gross Irrigated Area,Canal,Government,84472.0,Adilabad
151081,2019-2020,Telangana,36,Nirmal,680.0,Gross Irrigated Area,Canal,Private,,Adilabad
151082,2019-2020,Telangana,36,Nirmal,680.0,Gross Irrigated Area,Other Source,Other Source,1420.0,Adilabad
151083,2019-2020,Telangana,36,Nirmal,680.0,Gross Irrigated Area,Tank,Tank,5838.0,Adilabad
151084,2019-2020,Telangana,36,Nirmal,680.0,Gross Irrigated Area,Well,Other Well,10599.0,Adilabad
151085,2019-2020,Telangana,36,Nirmal,680.0,Gross Irrigated Area,Well,Tubewell,70801.0,Adilabad
151086,2019-2020,Telangana,36,Nirmal,680.0,Net Irrigated Area,Canal,Government,34362.0,Adilabad
151087,2019-2020,Telangana,36,Nirmal,680.0,Net Irrigated Area,Canal,Private,,Adilabad
151088,2019-2020,Telangana,36,Nirmal,680.0,Net Irrigated Area,Other Source,Other Source,710.0,Adilabad
151089,2019-2020,Telangana,36,Nirmal,680.0,Net Irrigated Area,Tank,Tank,2510.0,Adilabad
151090,2019-2020,Telangana,36,Nirmal,680.0,Net Irrigated Area,Well,Other Well,4020.0,Adilabad
151091,2019-2020,Telangana,36,Nirmal,680.0,Net Irrigated Area,Well,Tubewell,31152.0,Adilabad
151092,2019-2020,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Canal,Government,175091.0,Nizamabad
151093,2019-2020,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Canal,Private,,Nizamabad
151094,2019-2020,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Other Source,Other Source,9596.0,Nizamabad
151095,2019-2020,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Tank,Tank,6592.0,Nizamabad
151096,2019-2020,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Well,Other Well,1830.0,Nizamabad
151097,2019-2020,Telangana,36,Nizamabad,516.0,Gross Irrigated Area,Well,Tubewell,177832.0,Nizamabad
151098,2019-2020,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Canal,Government,95645.0,Nizamabad
151099,2019-2020,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Canal,Private,,Nizamabad
151100,2019-2020,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Other Source,Other Source,4222.0,Nizamabad
151101,2019-2020,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Tank,Tank,4087.0,Nizamabad
151102,2019-2020,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Well,Other Well,1166.0,Nizamabad
151103,2019-2020,Telangana,36,Nizamabad,516.0,Net Irrigated Area,Well,Tubewell,103143.0,Nizamabad
151104,2019-2020,Telangana,36,Peddapalli,682.0,Gross Irrigated Area,Canal,Government,87497.0,Karimnagar
151105,2019-2020,Telangana,36,Peddapalli,682.0,Gross Irrigated Area,Canal,Private,,Karimnagar
151106,2019-2020,Telangana,36,Peddapalli,682.0,Gross Irrigated Area,Other Source,Other Source,495.0,Karimnagar
151107,2019-2020,Telangana,36,Peddapalli,682.0,Gross Irrigated Area,Tank,Tank,10379.0,Karimnagar
151108,2019-2020,Telangana,36,Peddapalli,682.0,Gross Irrigated Area,Well,Other Well,65911.0,Karimnagar
151109,2019-2020,Telangana,36,Peddapalli,682.0,Gross Irrigated Area,Well,Tubewell,14463.0,Karimnagar
151110,2019-2020,Telangana,36,Peddapalli,682.0,Net Irrigated Area,Canal,Government,37211.0,Karimnagar
151111,2019-2020,Telangana,36,Peddapalli,682.0,Net Irrigated Area,Canal,Private,,Karimnagar
151112,2019-2020,Telangana,36,Peddapalli,682.0,Net Irrigated Area,Other Source,Other Source,158.0,Karimnagar
151113,2019-2020,Telangana,36,Peddapalli,682.0,Net Irrigated Area,Tank,Tank,6539.0,Karimnagar
151114,2019-2020,Telangana,36,Peddapalli,682.0,Net Irrigated Area,Well,Other Well,44802.0,Karimnagar
151115,2019-2020,Telangana,36,Peddapalli,682.0,Net Irrigated Area,Well,Tubewell,9979.0,Karimnagar
151116,2019-2020,Telangana,36,Rajanna Sircilla,683.0,Gross Irrigated Area,Canal,Government,2684.0,Karimnagar
151117,2019-2020,Telangana,36,Rajanna Sircilla,683.0,Gross Irrigated Area,Canal,Private,,Karimnagar
151118,2019-2020,Telangana,36,Rajanna Sircilla,683.0,Gross Irrigated Area,Other Source,Other Source,48.0,Karimnagar
151119,2019-2020,Telangana,36,Rajanna Sircilla,683.0,Gross Irrigated Area,Tank,Tank,9065.0,Karimnagar
151120,2019-2020,Telangana,36,Rajanna Sircilla,683.0,Gross Irrigated Area,Well,Other Well,27069.0,Karimnagar
151121,2019-2020,Telangana,36,Rajanna Sircilla,683.0,Gross Irrigated Area,Well,Tubewell,60189.0,Karimnagar
151122,2019-2020,Telangana,36,Rajanna Sircilla,683.0,Net Irrigated Area,Canal,Government,2684.0,Karimnagar
151123,2019-2020,Telangana,36,Rajanna Sircilla,683.0,Net Irrigated Area,Canal,Private,,Karimnagar
151124,2019-2020,Telangana,36,Rajanna Sircilla,683.0,Net Irrigated Area,Other Source,Other Source,48.0,Karimnagar
151125,2019-2020,Telangana,36,Rajanna Sircilla,683.0,Net Irrigated Area,Tank,Tank,8521.0,Karimnagar
151126,2019-2020,Telangana,36,Rajanna Sircilla,683.0,Net Irrigated Area,Well,Other Well,15684.0,Karimnagar
151127,2019-2020,Telangana,36,Rajanna Sircilla,683.0,Net Irrigated Area,Well,Tubewell,29978.0,Karimnagar
151128,2019-2020,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Canal,Government,3176.0,Ranga Reddy
151129,2019-2020,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Canal,Private,,Ranga Reddy
151130,2019-2020,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Other Source,Other Source,790.0,Ranga Reddy
151131,2019-2020,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Tank,Tank,1002.0,Ranga Reddy
151132,2019-2020,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Well,Other Well,,Ranga Reddy
151133,2019-2020,Telangana,36,Ranga Reddy,518.0,Gross Irrigated Area,Well,Tubewell,63747.0,Ranga Reddy
151134,2019-2020,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Canal,Government,3176.0,Ranga Reddy
151135,2019-2020,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Canal,Private,,Ranga Reddy
151136,2019-2020,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Other Source,Other Source,434.0,Ranga Reddy
151137,2019-2020,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Tank,Tank,1002.0,Ranga Reddy
151138,2019-2020,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Well,Other Well,,Ranga Reddy
151139,2019-2020,Telangana,36,Ranga Reddy,518.0,Net Irrigated Area,Well,Tubewell,42214.0,Ranga Reddy
151140,2019-2020,Telangana,36,Sangareddy,691.0,Gross Irrigated Area,Canal,Government,7110.0,Medak
151141,2019-2020,Telangana,36,Sangareddy,691.0,Gross Irrigated Area,Canal,Private,,Medak
151142,2019-2020,Telangana,36,Sangareddy,691.0,Gross Irrigated Area,Other Source,Other Source,25.0,Medak
151143,2019-2020,Telangana,36,Sangareddy,691.0,Gross Irrigated Area,Tank,Tank,5024.0,Medak
151144,2019-2020,Telangana,36,Sangareddy,691.0,Gross Irrigated Area,Well,Other Well,,Medak
151145,2019-2020,Telangana,36,Sangareddy,691.0,Gross Irrigated Area,Well,Tubewell,59172.0,Medak
151146,2019-2020,Telangana,36,Sangareddy,691.0,Net Irrigated Area,Canal,Government,5122.0,Medak
151147,2019-2020,Telangana,36,Sangareddy,691.0,Net Irrigated Area,Canal,Private,,Medak
151148,2019-2020,Telangana,36,Sangareddy,691.0,Net Irrigated Area,Other Source,Other Source,25.0,Medak
151149,2019-2020,Telangana,36,Sangareddy,691.0,Net Irrigated Area,Tank,Tank,4924.0,Medak
151150,2019-2020,Telangana,36,Sangareddy,691.0,Net Irrigated Area,Well,Other Well,,Medak
151151,2019-2020,Telangana,36,Sangareddy,691.0,Net Irrigated Area,Well,Tubewell,47911.0,Medak
151152,2019-2020,Telangana,36,Siddipet,692.0,Gross Irrigated Area,Canal,Government,83203.0,Medak
151153,2019-2020,Telangana,36,Siddipet,692.0,Gross Irrigated Area,Canal,Private,,Medak
151154,2019-2020,Telangana,36,Siddipet,692.0,Gross Irrigated Area,Other Source,Other Source,24.0,Medak
151155,2019-2020,Telangana,36,Siddipet,692.0,Gross Irrigated Area,Tank,Tank,5097.0,Medak
151156,2019-2020,Telangana,36,Siddipet,692.0,Gross Irrigated Area,Well,Other Well,11965.0,Medak
151157,2019-2020,Telangana,36,Siddipet,692.0,Gross Irrigated Area,Well,Tubewell,44919.0,Medak
151158,2019-2020,Telangana,36,Siddipet,692.0,Net Irrigated Area,Canal,Government,52590.0,Medak
151159,2019-2020,Telangana,36,Siddipet,692.0,Net Irrigated Area,Canal,Private,,Medak
151160,2019-2020,Telangana,36,Siddipet,692.0,Net Irrigated Area,Other Source,Other Source,24.0,Medak
151161,2019-2020,Telangana,36,Siddipet,692.0,Net Irrigated Area,Tank,Tank,4485.0,Medak
151162,2019-2020,Telangana,36,Siddipet,692.0,Net Irrigated Area,Well,Other Well,7897.0,Medak
151163,2019-2020,Telangana,36,Siddipet,692.0,Net Irrigated Area,Well,Tubewell,27833.0,Medak
151164,2019-2020,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Canal,Government,283341.0,Nalgonda
151165,2019-2020,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Canal,Private,,Nalgonda
151166,2019-2020,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Other Source,Other Source,8997.0,Nalgonda
151167,2019-2020,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Tank,Tank,4543.0,Nalgonda
151168,2019-2020,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Well,Other Well,699.0,Nalgonda
151169,2019-2020,Telangana,36,Suryapet,696.0,Gross Irrigated Area,Well,Tubewell,2714.0,Nalgonda
151170,2019-2020,Telangana,36,Suryapet,696.0,Net Irrigated Area,Canal,Government,159820.0,Nalgonda
151171,2019-2020,Telangana,36,Suryapet,696.0,Net Irrigated Area,Canal,Private,,Nalgonda
151172,2019-2020,Telangana,36,Suryapet,696.0,Net Irrigated Area,Other Source,Other Source,4768.0,Nalgonda
151173,2019-2020,Telangana,36,Suryapet,696.0,Net Irrigated Area,Tank,Tank,2090.0,Nalgonda
151174,2019-2020,Telangana,36,Suryapet,696.0,Net Irrigated Area,Well,Other Well,360.0,Nalgonda
151175,2019-2020,Telangana,36,Suryapet,696.0,Net Irrigated Area,Well,Tubewell,1791.0,Nalgonda
151176,2019-2020,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Canal,Government,,Ranga Reddy
151177,2019-2020,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Canal,Private,,Ranga Reddy
151178,2019-2020,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Other Source,Other Source,152.0,Ranga Reddy
151179,2019-2020,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Tank,Tank,1678.0,Ranga Reddy
151180,2019-2020,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Well,Other Well,1566.0,Ranga Reddy
151181,2019-2020,Telangana,36,Vikarabad,698.0,Gross Irrigated Area,Well,Tubewell,50254.0,Ranga Reddy
151182,2019-2020,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Canal,Government,,Ranga Reddy
151183,2019-2020,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Canal,Private,,Ranga Reddy
151184,2019-2020,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Other Source,Other Source,152.0,Ranga Reddy
151185,2019-2020,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Tank,Tank,1460.0,Ranga Reddy
151186,2019-2020,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Well,Other Well,668.0,Ranga Reddy
151187,2019-2020,Telangana,36,Vikarabad,698.0,Net Irrigated Area,Well,Tubewell,37617.0,Ranga Reddy
151188,2019-2020,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Canal,Government,99587.0,Mahabubnagar
151189,2019-2020,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Canal,Private,,Mahabubnagar
151190,2019-2020,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Other Source,Other Source,3985.0,Mahabubnagar
151191,2019-2020,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Tank,Tank,1685.0,Mahabubnagar
151192,2019-2020,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Well,Other Well,1329.0,Mahabubnagar
151193,2019-2020,Telangana,36,Wanaparthy,693.0,Gross Irrigated Area,Well,Tubewell,31558.0,Mahabubnagar
151194,2019-2020,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Canal,Government,73292.0,Mahabubnagar
151195,2019-2020,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Canal,Private,,Mahabubnagar
151196,2019-2020,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Other Source,Other Source,2869.0,Mahabubnagar
151197,2019-2020,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Tank,Tank,1230.0,Mahabubnagar
151198,2019-2020,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Well,Other Well,1157.0,Mahabubnagar
151199,2019-2020,Telangana,36,Wanaparthy,693.0,Net Irrigated Area,Well,Tubewell,21459.0,Mahabubnagar
151200,2019-2020,Telangana,36,Warangal,522.0,Gross Irrigated Area,Canal,Government,79876.0,Warangal
151201,2019-2020,Telangana,36,Warangal,522.0,Gross Irrigated Area,Canal,Private,,Warangal
151202,2019-2020,Telangana,36,Warangal,522.0,Gross Irrigated Area,Other Source,Other Source,280.0,Warangal
151203,2019-2020,Telangana,36,Warangal,522.0,Gross Irrigated Area,Tank,Tank,11536.0,Warangal
151204,2019-2020,Telangana,36,Warangal,522.0,Gross Irrigated Area,Well,Other Well,85541.0,Warangal
151205,2019-2020,Telangana,36,Warangal,522.0,Gross Irrigated Area,Well,Tubewell,33255.0,Warangal
151206,2019-2020,Telangana,36,Warangal,522.0,Net Irrigated Area,Canal,Government,32929.0,Warangal
151207,2019-2020,Telangana,36,Warangal,522.0,Net Irrigated Area,Canal,Private,,Warangal
151208,2019-2020,Telangana,36,Warangal,522.0,Net Irrigated Area,Other Source,Other Source,106.0,Warangal
151209,2019-2020,Telangana,36,Warangal,522.0,Net Irrigated Area,Tank,Tank,7383.0,Warangal
151210,2019-2020,Telangana,36,Warangal,522.0,Net Irrigated Area,Well,Other Well,60714.0,Warangal
151211,2019-2020,Telangana,36,Warangal,522.0,Net Irrigated Area,Well,Tubewell,21283.0,Warangal
151212,2019-2020,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Canal,Government,30457.0,Nalgonda
151213,2019-2020,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Canal,Private,,Nalgonda
151214,2019-2020,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Other Source,Other Source,,Nalgonda
151215,2019-2020,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Tank,Tank,6607.0,Nalgonda
151216,2019-2020,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Well,Other Well,10718.0,Nalgonda
151217,2019-2020,Telangana,36,Yadadri Bhuvanagiri,697.0,Gross Irrigated Area,Well,Tubewell,96307.0,Nalgonda
151218,2019-2020,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Canal,Government,18491.0,Nalgonda
151219,2019-2020,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Canal,Private,,Nalgonda
151220,2019-2020,Telangana,36,Yadadri Bhuvanagiri,697.0,Net Irrigated Area,Other Source,Other Source,,Nalgonda
